brand,product,description
Almay,Skin Perfecting Healthy Biome Makeup,100 Fair  selected
Almay,Skin Perfecting Healthy Biome Makeup,110 Light
Almay,Skin Perfecting Healthy Biome Makeup,120 Beige
Almay,Skin Perfecting Healthy Biome Makeup,130 Medium
Almay,Skin Perfecting Healthy Biome Makeup,140 Golden
Almay,Skin Perfecting Healthy Biome Makeup,150 Tan
HOURGLASS,Veil Fluid Makeup,"No. 3.5 Honey (medium beige, golden undertone)  selected"
HOURGLASS,Veil Fluid Makeup,"No. 0 Porcelain (light, warm undertone) OUT OF STOCK"
HOURGLASS,Veil Fluid Makeup,"No. 1 Ivory (light medium, cool undertone) OUT OF STOCK"
HOURGLASS,Veil Fluid Makeup,"No. 1.5 Nude (medium, cool undertone) OUT OF STOCK"
HOURGLASS,Veil Fluid Makeup,"No. 2 Light Beige (medium beige, neutral undertone) OUT OF STOCK"
HOURGLASS,Veil Fluid Makeup,"No. 3 Sand (medium beige, warm undertone) OUT OF STOCK"
HOURGLASS,Veil Fluid Makeup,"No. 4 Beige (medium tan, golden undertone)"
HOURGLASS,Veil Fluid Makeup,"No. 5 Warm Beige (medium deep, golden undertone) OUT OF STOCK"
HOURGLASS,Veil Fluid Makeup,"No. 6 Sable (medium deep, neutral undertone)"
HOURGLASS,Veil Fluid Makeup,"No. 7 Chestnut (medium deep, cool undertone)"
HOURGLASS,Veil Fluid Makeup,"No. 8 Walnut (deep, neutral undertone) OUT OF STOCK"
HOURGLASS,Immaculate Liquid Powder Foundation,"Blanc (very fair, cool undertone)  selected"
HOURGLASS,Immaculate Liquid Powder Foundation,"Vanilla (fair, cool undertone)"
HOURGLASS,Immaculate Liquid Powder Foundation,"Pearl (fair, neutral undertone)"
HOURGLASS,Immaculate Liquid Powder Foundation,"Porcelain (very light, warm undertone)"
HOURGLASS,Immaculate Liquid Powder Foundation,"Shell (light, neutral undertone)"
HOURGLASS,Immaculate Liquid Powder Foundation,"Buff (light, warm undertone)"
HOURGLASS,Immaculate Liquid Powder Foundation,"Bare (light, golden undertone)"
HOURGLASS,Immaculate Liquid Powder Foundation,"Natural (light medium, cool undertone)"
HOURGLASS,Immaculate Liquid Powder Foundation,"Ivory (light medium, warm undertone)"
HOURGLASS,Immaculate Liquid Powder Foundation,"Nude (light medium, neutral undertone)"
HOURGLASS,Immaculate Liquid Powder Foundation,"Golden (light medium, golden undertone) OUT OF STOCK"
HOURGLASS,Immaculate Liquid Powder Foundation,"Light Beige (light medium beige, neutral undertone)"
HOURGLASS,Immaculate Liquid Powder Foundation,"Warm Amber (medium beige, warm undertone)"
HOURGLASS,Immaculate Liquid Powder Foundation,"Sand (medium, golden undertone)"
HOURGLASS,Immaculate Liquid Powder Foundation,"Tan (medium, warm undertone)"
HOURGLASS,Immaculate Liquid Powder Foundation,"Beige (medium beige, neutral undertone)"
HOURGLASS,Immaculate Liquid Powder Foundation,"Honey (medium beige, golden undertone)"
HOURGLASS,Immaculate Liquid Powder Foundation,"Golden Amber (medium tan, golden undertone)"
HOURGLASS,Immaculate Liquid Powder Foundation,"Warm Beige (medium tan, neutral undertone)"
HOURGLASS,Immaculate Liquid Powder Foundation,"Sable (medium deep, neutral undertone)"
HOURGLASS,Immaculate Liquid Powder Foundation,"Chestnut (deep, warm undertone)"
HOURGLASS,Immaculate Liquid Powder Foundation,"Ebony (deep, golden undertone)"
FLOWER Beauty,Light Illusion Liquid Foundation,M5 Caramel  selected
FLOWER Beauty,Light Illusion Liquid Foundation,L1 Porcelain
FLOWER Beauty,Light Illusion Liquid Foundation,L2 Ivory
FLOWER Beauty,Light Illusion Liquid Foundation,L3 Nude
FLOWER Beauty,Light Illusion Liquid Foundation,L4 Warm Beige
FLOWER Beauty,Light Illusion Liquid Foundation,M1 Natural Beige
FLOWER Beauty,Light Illusion Liquid Foundation,M2 Soft Sand
FLOWER Beauty,Light Illusion Liquid Foundation,M3 Classic Tan
FLOWER Beauty,Light Illusion Liquid Foundation,M4 Tawny
FLOWER Beauty,Light Illusion Liquid Foundation,D1 Sable
FLOWER Beauty,Light Illusion Liquid Foundation,D3 Mocha
Tarte,Face Tape Foundation,8B Porcelain Beige (very fair skin w/ pink undertones)  selected
Tarte,Face Tape Foundation,12B Fair Beige (fair skin w/ pink undertones)
Tarte,Face Tape Foundation,12N Fair Neutral (fair skin w/ neutral undertones)
Tarte,Face Tape Foundation,12S Fair Sand (fair skin w/ yellow undertones)
Tarte,Face Tape Foundation,14H Fair Honey (fair skin w/ peach undertones)
Tarte,Face Tape Foundation,15S Fair-Light Sand (fair to light skin w/ yellow undertones)
Tarte,Face Tape Foundation,16N Fair-Light Neutral (fair to light skin w/ neutral undertones)
Tarte,Face Tape Foundation,18B Fair-Light Beige (fair to light skin w/ pink undertones)
Tarte,Face Tape Foundation,18H Fair-Light Honey (fair to light skin w/ peach undertones)
Tarte,Face Tape Foundation,20B Light Beige (light skin w/ pink undertones)
Tarte,Face Tape Foundation,20S Light Sand (light skin w/ yellow undertones)
Tarte,Face Tape Foundation,22N Light Neutral (light skin w/ neutral undertones)
Tarte,Face Tape Foundation,22H Light Honey (light skin w/ peach undertones)
Tarte,Face Tape Foundation,22B Light Beige (light skin w/ pink undertones)
Tarte,Face Tape Foundation,27H Light-Medium Honey (light to medium skin w/ peach undertones)
Tarte,Face Tape Foundation,27S Light-Medium Sand (light to medium skin w/ yellow undertones)
Tarte,Face Tape Foundation,27B Light-Medium Beige (light to medium skin w/ pink undertones)
Tarte,Face Tape Foundation,29N Light-Medium Neutral (light to medium skin w/ neutral undertones)
Tarte,Face Tape Foundation,34S Medium Sand (medium skin w/ yellow undertones)
Tarte,Face Tape Foundation,35B Medium Beige (medium skin w/ pink undertones)
Tarte,Face Tape Foundation,35H Medium Honey (medium skin w/ peach undertones)
Tarte,Face Tape Foundation,35N Medium Neutral (medium skin w/ neutral undertones)
Tarte,Face Tape Foundation,35G Medium Golden (medium skin w/ golden or olive undertones)
Tarte,Face Tape Foundation,36S Medium-Tan Sand (medium to tan skin w/ yellow undertones)
Tarte,Face Tape Foundation,37N Medium-Tan Neutral (medium to tan skin w/ neutral undertones)
Tarte,Face Tape Foundation,37G Medium-Tan Golden (medium to tan skin w/ golden or olive undertones)
Tarte,Face Tape Foundation,38N Medium-Tan Neutral (medium to tan skin w/ neutral undertones)
Tarte,Face Tape Foundation,42G Tan Golden (tan skin w/ golden or olive undertones)
Tarte,Face Tape Foundation,42S Tan Sand (tan skin w/ yellow undertones)
Tarte,Face Tape Foundation,44H Tan Honey (tan skin w/ peach undertones)
Tarte,Face Tape Foundation,44N Tan Neutral (tan skin w/ neutral undertones)
Tarte,Face Tape Foundation,45H Tan Honey (tan skin w/ peach undertones)
Tarte,Face Tape Foundation,47H Tan-Deep Honey (tan to deep skin w/ peach undertones)
Tarte,Face Tape Foundation,47S Tan-Deep Sand (tan to deep skin w/ yellow undertones)
Tarte,Face Tape Foundation,47N Tan-Deep Neutral (tan to deep skin w/ neutral undertones)
Tarte,Face Tape Foundation,49G Tan-Deep Golden (tan to deep skin w/ golden or olive undertones)
Tarte,Face Tape Foundation,51N Deep Neutral (deep skin w/ neutral undertones)
Tarte,Face Tape Foundation,53N Deep Neutral (deep skin w/ neutral undertones)
Tarte,Face Tape Foundation,53S Deep Sand (deep skin w/ yellow undertones)
Tarte,Face Tape Foundation,53H Deep Honey (deep skin w/ peach undertones)
Tarte,Face Tape Foundation,53G Deep Golden (deep skin w/ golden or olive undertones)
Tarte,Face Tape Foundation,57N Rich Neutral (deeper skin w/ neutral undertones)
Tarte,Face Tape Foundation,57S Rich Sand (deeper skin w/ yellow undertones)
Tarte,Face Tape Foundation,57G Rich Golden (deeper skin w/ golden or olive undertones)
Tarte,Face Tape Foundation,58H Rich Honey (deeper skin w/ peach undertones)
Tarte,Face Tape Foundation,59S Rich Sand (deeper skin w/ yellow undertones)
Tarte,Face Tape Foundation,60N Mahogany (very deep skin w/ neutral undertones)
Tarte,Face Tape Foundation,60G Mahogany Golden (very deep skin w/ golden or olive undertones)
Tarte,Face Tape Foundation,61H Espresso (very deep skin w/ peach undertones)
CoverGirl,Full Spectrum Matte Ambition All Day Foundation,Deep Cool 3  selected
CoverGirl,Full Spectrum Matte Ambition All Day Foundation,Deep Neutral 2
CoverGirl,Full Spectrum Matte Ambition All Day Foundation,Deep Neutral 1
CoverGirl,Full Spectrum Matte Ambition All Day Foundation,Deep Cool 2
CoverGirl,Full Spectrum Matte Ambition All Day Foundation,Deep Golden 1
CoverGirl,Full Spectrum Matte Ambition All Day Foundation,Deep Cool 1
CoverGirl,Full Spectrum Matte Ambition All Day Foundation,Tan Cool 1
CoverGirl,Full Spectrum Matte Ambition All Day Foundation,Tan Golden 2
CoverGirl,Full Spectrum Matte Ambition All Day Foundation,Tan Neutral
CoverGirl,Full Spectrum Matte Ambition All Day Foundation,Deep Golden 2
CoverGirl,Full Spectrum Matte Ambition All Day Foundation,Tan Cool 2
CoverGirl,Full Spectrum Matte Ambition All Day Foundation,Medium Cool 3
CoverGirl,Full Spectrum Matte Ambition All Day Foundation,Tan Golden 1
jane iredale,Liquid Minerals A Foundation,Golden Glow (medium w/ strong gold undertones)  selected
jane iredale,Liquid Minerals A Foundation,Bisque (fair w/ light gold undertones)
jane iredale,Liquid Minerals A Foundation,Warm Silk (light w/ peach undertones)
jane iredale,Liquid Minerals A Foundation,Radiant (light w/ neutral undertones)
jane iredale,Liquid Minerals A Foundation,Light Beige (light w/ pink/beige undertones)
jane iredale,Liquid Minerals A Foundation,Satin (medium light w/ neutral undertones)
jane iredale,Liquid Minerals A Foundation,Amber (medium light w/ gold undertones)
jane iredale,Liquid Minerals A Foundation,Warm Sienna (medium light w/ strong gold undertones)
jane iredale,Liquid Minerals A Foundation,Natural (medium light w/ pink undertones)
jane iredale,Liquid Minerals A Foundation,Suntan (medium w/ neutral undertones)
jane iredale,Liquid Minerals A Foundation,Honey Bronze (medium w/ pink undertones)
jane iredale,Liquid Minerals A Foundation,Latte (medium dark w/ gold brown undertones)
jane iredale,Liquid Minerals A Foundation,Caramel (medium dark w/ gold undertones)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Golden Honey (deep honey w/ warm undertone)  selected
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Pale (white ivory w/ warm undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Light Porcelain (fair w/ cool undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Fair (fair w/ neutral undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Alabaster (alabaster w/ neutral undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Porcelain (porcelain w/ cool undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Light Ivory (ivory w/ cool undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Light (light w/ cool undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Vanilla (vanilla w/ neutral undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Warm Vanilla (light w/ warm undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Nude (light w/ neutral undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Natural (nude w/ neutral undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Soft Beige (medium light w/ cool undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,True Beige (nude beige w/ warm undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Medium Olive (nude beige w/ neutral undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Buff (beige w/ neutral undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Neutral Buff (beige w/ warm undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Medium Buff (beige w/ neutral undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Beige (medium beige w/ warm undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Classic Tan (tan w/ neutral undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Camel (medium light w/ cool undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Neutral Tan (medium light w/ neutral undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Golden (medium deep w/ warm undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Caramel (caramel beige w/ warm undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Almond (medium w/ cool undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Cinnamon (medium w/ warm undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Warm Carmel (medium tan w/ neutral undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Honey (medium tan w/ neutral undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Warm Honey (medium tan w/ warm undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Mahogany (medium deep w/ neutral undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Nutmeg (medium deep w/ cool undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Warm Mahogany (medium deep w/ warm undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Cappuccino (medium deep w/ cool undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Sienna (medium deep w/ warm undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Deep Sable (deep w/ neutral undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Mocha (deep mocha w/ warm undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Deep Rich (deep w/ cool undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Cocoa (deep deep w/ warm undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Deep Cool (deep deep w/ cool undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Walnut (deep deep w/ neutral undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Warm Walnut (deep deep w/ warm undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Deep Walnut (deepest deep w/ cool undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Chestnut (deepest deep w/ neutral undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Deep Espresso (deepest deep espresso w/ cool undertone)
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,Deep Ebony (deepest deep espresso w/ neutral undertone)
VDL,Perfect Lasting Foundation,V01 Warm Ivory  selected
VDL,Perfect Lasting Foundation,A02 Cool Light Beige OUT OF STOCK
VDL,Perfect Lasting Foundation,V02 Warm Light Beige OUT OF STOCK
VDL,Perfect Lasting Foundation,V02.5 Cool Undertone
VDL,Perfect Lasting Foundation,A03 Cool Light Medium Beige OUT OF STOCK
VDL,Perfect Lasting Foundation,V03 Warm Medium Beige OUT OF STOCK
VDL,Perfect Lasting Foundation,A04 Cool Medium Beige
VDL,Perfect Lasting Foundation,V04 Warm Tan OUT OF STOCK
VDL,Perfect Lasting Foundation,A04.5 Warm Undertone
VDL,Perfect Lasting Foundation,V04.5 Cool Undertone
VDL,Perfect Lasting Foundation,A05 Cool Tan OUT OF STOCK
VDL,Perfect Lasting Foundation,V05 Warm Deep Tan
VDL,Perfect Lasting Foundation,A05.5 Warm Undertone
VDL,Perfect Lasting Foundation,V06 Warm Rich Brown
VDL,Perfect Lasting Foundation,A06 Cool Deep Tan
VDL,Perfect Lasting Foundation,A07 Cool Rich Brown
VDL,Perfect Lasting Foundation,V07 Cool Undertone
VDL,Perfect Lasting Foundation,V08 Cool Undertone
ZOEVA,Authentik Skin Natural Luminous Foundation,100W CNFT (Light warm tone)  selected
ZOEVA,Authentik Skin Natural Luminous Foundation,010N Aglow (fair neutral tone)
ZOEVA,Authentik Skin Natural Luminous Foundation,020C Amazing (very fair cool)
ZOEVA,Authentik Skin Natural Luminous Foundation,040W Artist (fair skin warm undertone)
