brand,product,description
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,2.16 (light w/ warm golden undertone)
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,2.18 (light-medium w/ neutral undertone)
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,"2.2 (light-medium w/ warm, peachy undertone)"
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,2.22 (light-medium w/ neutral olive undertone)
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,2.3 (light-medium w/ warm undertone)
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,2.35 (light-medium w/ warm golden undertone)
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,"2.4 (light-medium w/ warm, peachy undertone)"
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,3.0 (medium w/ cool undertone)
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,3.02 (medium w/ neutral olive undertone)
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,3.1 (medium w/ cool undertone + hints of peach)
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,3.15 (medium w/ neutral undertone)
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,3.2 (medium-dark w/ neutral undertone)
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,3.35 (medium-dark w/ warm undertone)
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,"4.0 (medium-dark w/ warm, peachy undertone)"
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,4.2 (dark w/ neutral undertone)
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,4.25 (dark w/ warm undertone)
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,4.3 (deep w/ neutral undertone)
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,4.35 (deep w/ cool undertone)
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,4.5 (very deep w/ warm undertone)
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,4.6 (very deep w/ cool undertone)
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,4.7 (very deep w/ neutral undertone)
Tarte,Amazonian Clay Full Coverage Airbrush Foundation,Tan Sand (tan w/ yellow undertones)  selected
Tarte,Amazonian Clay Full Coverage Airbrush Foundation,Fair-Light Neutral (fair to light w/ yellow and pink undertones)
Tarte,Amazonian Clay Full Coverage Airbrush Foundation,Light-Medium Neutral (light to medium w/ yellow and pink undertones) OUT OF STOCK
Tarte,Amazonian Clay Full Coverage Airbrush Foundation,Light-Medium Beige (light to medium w/ pink undertones) OUT OF STOCK
Tarte,Amazonian Clay Full Coverage Airbrush Foundation,Medium Neutral (medium w/ yellow and pink undertones) OUT OF STOCK
Tarte,Amazonian Clay Full Coverage Airbrush Foundation,Medium Beige (medium w/ pink undertones) OUT OF STOCK
Tarte,Amazonian Clay Full Coverage Airbrush Foundation,Light Sand (light w/ yellow undertones) OUT OF STOCK
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,16B Fair-Light Beige (fair to light skin w/ pink undertones)  selected
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,8B Porcelain Beige (very fair skin w/ pink undertones) OUT OF STOCK
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,12S Fair Sand (fair skin w/ yellow undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,12B Fair Beige (fair skin w/ pink undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,13N Ivory (fair skin w/ neutral undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,16N Fair-Light Neutral (fair to light skin w/ neutral undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,16H Fair-Light Honey (fair to light skin w/ peach undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,22S Light Sand (light skin w/ yellow undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,22N Light Neutral (light skin w/ neutral undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,22B Light Beige (light skin w/ pink undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,22G Light Golden (light skin w/ golden or olive undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,27S Light-Medium Sand (light to medium skin w/ yellow undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,27N Light-Medium Neutral (light to medium skin w/ neutral undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,29B Light-Medium Beige (light to medium skin w/ pink undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,29H Light-Medium Honey (light to medium skin w/ peach undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,35S Medium Sand (medium skin w/ yellow undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,35N Medium Neutral (medium skin w/ neutral undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,35B Medium Beige (medium skin w/ pink undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,35H Medium Honey (medium skin w/ peach undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,36H Medium-Tan Honey (medium to tan skin w/ peach undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,37S Medium-Tan Sand (medium to tan skin w/ yellow undertones) OUT OF STOCK
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,37B Medium-Tan Beige (medium to tan skin w/ pink undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,39N Medium-Tan Neutral (medium to tan skin w/ neutral undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,40H Tan Honey (tan skin w/ peach undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,42G Tan Golden (tan skin w/ golden or olive undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,42N Tan Neutral (tan skin w/ neutral undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,44S Tan Sand (tan skin w/ yellow undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,46S Tan-Deep Sand (tan to deep skin w/ yellow undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,47H Tan-Deep Honey (tan to deep skin w/ peach undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,47G Tan-Deep Golden (tan to deep skin w/ golden or olive undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,48N Tan-Deep Neutral (tan to deep skin w/ neutral undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,51S Deep Sand (deep skin w/ yellow undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,51G Deep Golden (deep skin w/ golden or olive undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,51N Deep Neutral (deep skin w/ neutral undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,53H Deep Honey (deep skin w/ peach undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,56G Rich Golden (deeper skin w/ golden or olive undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,57S Rich Sand (deeper skin w/ yellow undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,57H Rich Honey (deeper skin w/ peach undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,58N Rich Neutral (deeper skin w/ neutral undertones)
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,60H Mahogany (very deep skin w/ peach undertones)
Tarte,Clay Stick Foundation,Tan Deep Honey (tan to deep skin w/ peach undertones)  selected
Tarte,Clay Stick Foundation,Deep Honey (deep skin w/ peach undertones)
Tarte,Clay Stick Foundation,Rich Honey (deeper skin w/ peach undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Natural Beige (medium with neutral undertones)  selected
Too Faced,Born This Way Matte 24 Hour Foundation,Cloud (fairest with neutral to rosy undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Swan (very fair with neutral undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Snow (very fair with neutral to rosy undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Ivory (very fair with golden undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Almond (fair with golden undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Seashell (fair with rosy undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Pearl (fair with neutral to rosy undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Porcelain (fair with neutral undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Vanilla (very light with neutral undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Nude (very light with rosy undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Warm Nude (very light with neutral undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Golden Beige (light with golden undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Light Beige (light with neutral undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Warm Beige (medium with neutral undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Sand (medium with golden undertones) OUT OF STOCK
Too Faced,Born This Way Matte 24 Hour Foundation,Praline (medium tan with golden undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Warm Sand (tan with golden undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Honey (tan with neutral undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Caramel (rich tan with neutral undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Mocha (rich tan with rosy undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Butter Pecan (richest tan with golden undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Maple (deep with neutral undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Chestnut (deep with neutral to golden undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Chai (deep with golden undertone)
Too Faced,Born This Way Matte 24 Hour Foundation,Spice Rum (very deep with rosy undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Tiramisu (deepest with golden undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Cocoa (deepest with neutral undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Sable (rich with golden undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Truffle (rich with golden undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Golden (medium with rosy undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Brulee (rich tan with neutral undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Mahogany (very deep with golden undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Hazelnut (deepest with rosy undertones)
Too Faced,Born This Way Matte 24 Hour Foundation,Ganache (deepest with neutral undertones)
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,50 (medium warm)  selected
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,10 (ultra-fair neutral)
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,20 (fair neutral)
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,30 (Light neutral)
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,40 (Light medium warm)
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,41 (Light medium neutral)
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,51 (medium neutral)
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,60 (medium dark warm)
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,70 (dark warm)
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,81 (deep neutral)
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,80 (deep warm)
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,90 (ultra-deep neutral)
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,60NN (medium-dark neutral with a neutral undertone)  selected
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,10NN (ultra-fair neutral with a neutral undertone)
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,20CP (fair cool with a rosy undertone)
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,20WY (fair warm with a golden undertone)
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,30WO (light warm with a peachy undertone)
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,30NN (light neutral with a neutral undertone)
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,30WY (light warm with a golden undertone)
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,30CP (light cool with a rosy undertone)
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,40CP (light-medium cool with a rosy undertone)
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,40WY (light-medium warm with a golden undertone)
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,40NN (light-medium neutral with a neutral undertone)
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,41CP (light-medium cool with a rosy undertone)
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,50NN (medium neutral with a neutral undertone)
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,51NN (medium neutral with a neutral undertone)
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,50WY (medium warm with a golden undertone)
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,50CP (medium cool with a rosy undertone)
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,60WY (medium-dark warm with a golden undertone)
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,60WO (medium-dark warm with a peachy undertone)
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,70WY (dark warm with a golden undertone)
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,70WO (dark warm with a peachy undertone)
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,80WR (deep warm with a rich undertone)
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,80NN (deep neutral with a neutral undertone)
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,90NN (ultra-deep neutral with a neutral undertone)
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,90WO (ultra-deep warm with a peachy undertone)
CoverGirl,TruBlend Matte Made Liquid Foundation,Fair Porcelain L10  selected
CoverGirl,TruBlend Matte Made Liquid Foundation,Light Ivory L20
CoverGirl,TruBlend Matte Made Liquid Foundation,Golden Ivory L30
CoverGirl,TruBlend Matte Made Liquid Foundation,Classic Ivory L40
CoverGirl,TruBlend Matte Made Liquid Foundation,Fair Beige L50
CoverGirl,TruBlend Matte Made Liquid Foundation,Light Nude L60
CoverGirl,TruBlend Matte Made Liquid Foundation,Natural Ivory L70
CoverGirl,TruBlend Matte Made Liquid Foundation,True Ivory L80
CoverGirl,TruBlend Matte Made Liquid Foundation,Classic Beige L90
CoverGirl,TruBlend Matte Made Liquid Foundation,Golden Natural M10
CoverGirl,TruBlend Matte Made Liquid Foundation,Warm Beige M20
CoverGirl,TruBlend Matte Made Liquid Foundation,Honeyed Bloom M30
CoverGirl,TruBlend Matte Made Liquid Foundation,Soft Tan M50
CoverGirl,TruBlend Matte Made Liquid Foundation,Natural Beige M60
CoverGirl,TruBlend Matte Made Liquid Foundation,Sand Beige M70
CoverGirl,TruBlend Matte Made Liquid Foundation,Caramel Beige M80
CoverGirl,TruBlend Matte Made Liquid Foundation,Perfect Beige M90
CoverGirl,TruBlend Matte Made Liquid Foundation,Golden Amber T10
CoverGirl,TruBlend Matte Made Liquid Foundation,Golden Honey T15
CoverGirl,TruBlend Matte Made Liquid Foundation,Soft Honey T20
CoverGirl,TruBlend Matte Made Liquid Foundation,Warm Honey T30
CoverGirl,TruBlend Matte Made Liquid Foundation,Sun Beige T40
CoverGirl,TruBlend Matte Made Liquid Foundation,Natural Tan T50
CoverGirl,TruBlend Matte Made Liquid Foundation,Warm Sun T60
CoverGirl,TruBlend Matte Made Liquid Foundation,Toasted Caramel T80
CoverGirl,TruBlend Matte Made Liquid Foundation,Tawny T90
CoverGirl,TruBlend Matte Made Liquid Foundation,Golden Caramel D10
CoverGirl,TruBlend Matte Made Liquid Foundation,Warm Tawny D15
CoverGirl,TruBlend Matte Made Liquid Foundation,True Caramel D20
CoverGirl,TruBlend Matte Made Liquid Foundation,Bronze D30
CoverGirl,TruBlend Matte Made Liquid Foundation,Deep Bronze D40
CoverGirl,TruBlend Matte Made Liquid Foundation,Deep Golden D50
CoverGirl,TruBlend Matte Made Liquid Foundation,Toasted Almond D60
CoverGirl,TruBlend Matte Made Liquid Foundation,Cappuccino D70
CoverGirl,TruBlend Matte Made Liquid Foundation,Soft Sable D80
CoverGirl,TruBlend Matte Made Liquid Foundation,Espresso D90
ULTA,Velvet Matte Longwear Foundation,Fair Cool  selected
ULTA,Velvet Matte Longwear Foundation,Deep Cool
ULTA,Velvet Matte Longwear Foundation,Fair Neutral
ULTA,Velvet Matte Longwear Foundation,Fair to Light Warm
ULTA,Velvet Matte Longwear Foundation,Fair to Light Neutral
ULTA,Velvet Matte Longwear Foundation,Fair to Light Cool
ULTA,Velvet Matte Longwear Foundation,Light Cool
ULTA,Velvet Matte Longwear Foundation,Light Warm
ULTA,Velvet Matte Longwear Foundation,Light to Medium Cool
ULTA,Velvet Matte Longwear Foundation,Light to Medium Neutral
ULTA,Velvet Matte Longwear Foundation,Medium Cool
ULTA,Velvet Matte Longwear Foundation,Medium Olive
ULTA,Velvet Matte Longwear Foundation,Medium Neutral
ULTA,Velvet Matte Longwear Foundation,Tan Olive
ULTA,Velvet Matte Longwear Foundation,Tan Cool
ULTA,Velvet Matte Longwear Foundation,Tan Neutral
ULTA,Velvet Matte Longwear Foundation,Fair Warm
ULTA,Velvet Matte Longwear Foundation,Deep Neutral
ULTA,Velvet Matte Longwear Foundation,Dark Cool
ULTA,Velvet Matte Longwear Foundation,Dark Neutral
ULTA,Velvet Matte Longwear Foundation,Deep Warm
ULTA,Velvet Matte Longwear Foundation,Medium Warm
ULTA,Velvet Matte Longwear Foundation,Medium Peach
ULTA,Velvet Matte Longwear Foundation,Medium to Tan Peach
ULTA,Velvet Matte Longwear Foundation,Medium to Tan Warm
ULTA,Velvet Matte Longwear Foundation,Tan Warm
J.Cat Beauty,Skinsurance Max Coverage Silky Foundation,Porcelain  selected
J.Cat Beauty,Skinsurance Max Coverage Silky Foundation,Pearl
J.Cat Beauty,Skinsurance Max Coverage Silky Foundation,Bisque
J.Cat Beauty,Skinsurance Max Coverage Silky Foundation,Ivory
J.Cat Beauty,Skinsurance Max Coverage Silky Foundation,Rose Beige
J.Cat Beauty,Skinsurance Max Coverage Silky Foundation,Soft Beige
J.Cat Beauty,Skinsurance Max Coverage Silky Foundation,Custard
J.Cat Beauty,Skinsurance Max Coverage Silky Foundation,Buff
J.Cat Beauty,Skinsurance Max Coverage Silky Foundation,Soft Taupe
J.Cat Beauty,Skinsurance Max Coverage Silky Foundation,Soft Tan
J.Cat Beauty,Skinsurance Max Coverage Silky Foundation,Cappucino
J.Cat Beauty,Skinsurance Max Coverage Silky Foundation,Mocha
J.Cat Beauty,Skinsurance Max Coverage Silky Foundation,Toffee
J.Cat Beauty,Skinsurance Max Coverage Silky Foundation,Sunkissed
J.Cat Beauty,Skinsurance Max Coverage Silky Foundation,Sweet Coco
J.Cat Beauty,Skinsurance Max Coverage Silky Foundation,Royal Bonbon
Catrice,True Skin Hydrating Foundation,Neutral Ivory 002  selected
Catrice,True Skin Hydrating Foundation,Neutral Porcelain 004
Catrice,True Skin Hydrating Foundation,Cool Cashmere 010
Catrice,True Skin Hydrating Foundation,Warm Beige 020
Catrice,True Skin Hydrating Foundation,Neutral Sand 030
Catrice,True Skin Hydrating Foundation,Neutral Toffee 046
Catrice,True Skin Hydrating Foundation,Warm Spices 092
Catrice,True Skin Hydrating Foundation,Neutral Pecan 080
BLK/OPL,Pore Perfecting Liquid Foundation,Kalahari Sand (light with warm undertones)  selected
BLK/OPL,Pore Perfecting Liquid Foundation,Truly Topaz (light medium with warm undertones)
BLK/OPL,Pore Perfecting Liquid Foundation,Heavenly Honey (light with cool undertones)
BLK/OPL,Pore Perfecting Liquid Foundation,Beautiful Bronze (medium with cool undertones)
BLK/OPL,Pore Perfecting Liquid Foundation,Hazelnut (medium dark with warm undertones)
BLK/OPL,Pore Perfecting Liquid Foundation,Black Walnut (deep with neutral undertones)
BLK/OPL,Pore Perfecting Liquid Foundation,Ebony Brown (deep with cool undertones)
BLK/OPL,Pore Perfecting Liquid Foundation,Au Chocolat (medium dark with neutral undertones)
BLK/OPL,Pore Perfecting Liquid Foundation,Nutmeg (medium with warm undertones)
BLK/OPL,Pore Perfecting Liquid Foundation,Suede Mocha (dark with cool undertones)
BLK/OPL,Pore Perfecting Liquid Foundation,Warm Almond (light medium with warm undertones)
BLK/OPL,TRUE COLOR Skin Perfecting Stick Foundation SPF 15,Heavenly Honey  selected
BLK/OPL,TRUE COLOR Skin Perfecting Stick Foundation SPF 15,Truly Topaz
BLK/OPL,TRUE COLOR Skin Perfecting Stick Foundation SPF 15,Rich Caramel OUT OF STOCK
BLK/OPL,TRUE COLOR Skin Perfecting Stick Foundation SPF 15,Beautiful Bronze
BLK/OPL,TRUE COLOR Skin Perfecting Stick Foundation SPF 15,Toasted Chesnut
BLK/OPL,TRUE COLOR Skin Perfecting Stick Foundation SPF 15,Hazelnut
BLK/OPL,TRUE COLOR Skin Perfecting Stick Foundation SPF 15,Warm Almond
BLK/OPL,TRUE COLOR Skin Perfecting Stick Foundation SPF 15,Carob
BLK/OPL,TRUE COLOR Skin Perfecting Stick Foundation SPF 15,Black Walnut
BLK/OPL,TRUE COLOR Skin Perfecting Stick Foundation SPF 15,Nutmeg
BLK/OPL,TRUE COLOR Skin Perfecting Stick Foundation SPF 15,Suede Mocha OUT OF STOCK
BLK/OPL,TRUE COLOR Skin Perfecting Stick Foundation SPF 15,Ebony Brown
BLK/OPL,TRUE COLOR Pore Perfecting Crème Powder Foundation,Rich Caramel  selected
BLK/OPL,TRUE COLOR Pore Perfecting Crème Powder Foundation,Truly Topaz
BLK/OPL,TRUE COLOR Pore Perfecting Crème Powder Foundation,Heavenly Honey OUT OF STOCK
BLK/OPL,TRUE COLOR Pore Perfecting Crème Powder Foundation,Nutmeg
BLK/OPL,TRUE COLOR Pore Perfecting Crème Powder Foundation,Beautiful Bronze
BLK/OPL,TRUE COLOR Pore Perfecting Crème Powder Foundation,Hazelnut
BLK/OPL,TRUE COLOR Pore Perfecting Crème Powder Foundation,Carob
BLK/OPL,TRUE COLOR Pore Perfecting Crème Powder Foundation,Black Walnut
BLK/OPL,TRUE COLOR Mineral Matte Crème Powder Foundation SPF 15,Kalahari Sand  selected
BLK/OPL,TRUE COLOR Mineral Matte Crème Powder Foundation SPF 15,Heavenly Honey
BLK/OPL,TRUE COLOR Mineral Matte Crème Powder Foundation SPF 15,Rich Caramel
BLK/OPL,TRUE COLOR Mineral Matte Crème Powder Foundation SPF 15,Truly Topaz
BLK/OPL,TRUE COLOR Mineral Matte Crème Powder Foundation SPF 15,Nutmeg
BLK/OPL,TRUE COLOR Mineral Matte Crème Powder Foundation SPF 15,Amber
BLK/OPL,TRUE COLOR Mineral Matte Crème Powder Foundation SPF 15,Beautiful Bronze
BLK/OPL,TRUE COLOR Mineral Matte Crème Powder Foundation SPF 15,Hazelnut
BLK/OPL,TRUE COLOR Mineral Matte Crème Powder Foundation SPF 15,Au Chocolat
BLK/OPL,TRUE COLOR Mineral Matte Crème Powder Foundation SPF 15,Suede Mocha
BLK/OPL,TRUE COLOR Mineral Matte Crème Powder Foundation SPF 15,Ebony Brown
Maybelline,SuperStay Full Coverage Powder Foundation,Fair Porcelain  selected
Maybelline,SuperStay Full Coverage Powder Foundation,Porcelain
Maybelline,SuperStay Full Coverage Powder Foundation,Natural Ivory
Maybelline,SuperStay Full Coverage Powder Foundation,Classic Ivory
Maybelline,SuperStay Full Coverage Powder Foundation,Buff Beige
Maybelline,SuperStay Full Coverage Powder Foundation,Natural Beige
Maybelline,SuperStay Full Coverage Powder Foundation,Golden
Maybelline,SuperStay Full Coverage Powder Foundation,Honey
Maybelline,SuperStay Full Coverage Powder Foundation,Golden Caramel
Maybelline,SuperStay Full Coverage Powder Foundation,Coconut
Maybelline,SuperStay Full Coverage Powder Foundation,Truffle
Maybelline,SuperStay Full Coverage Powder Foundation,Java
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Fair 01 (fairest porcelain skin w/ cool undertones)  selected
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Fair Ivory 02 (fair skin w/ neutral undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Fairly Light 03 (fair skin w/neutral to golden undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Golden Fair 04 (fair skin w/ golden undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Fairly Medium 05 (light skin w/ cool undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Neutral Ivory 06 (light/medium skin w/ neutral to golden undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Golden Ivory 07 (light skin w/ neutral to golden undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Light 08 (light skin w/ golden undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Light Beige 09 (light skin w/ neutral undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Medium 10 (light/medium skin w/ cool undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Soft Medium 11 (light/medium skin w/ cool to neutral undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Medium Beige 12 (medium skin w/ neutral undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Golden Beige 13 (medium skin w/ neutral to golden undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Golden Medium 14 (light/medium skin w/ golden undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Neutral Medium 15 (medium/tan skin w/ neutral undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Golden Nude 16 (medium/tan skin w/ neutral to golden undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Tan Nude 17 (medium/tan skin w/ golden undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Medium Tan 18 (tan skin w/ cool to neutral undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Tan 19 (tan skin w/ cool undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Golden Tan 20 (tan skin w/ neutral to golden undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Neutral Tan 21 (tan/dark skin w/ golden undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Warm Tan 22 (tan/dark skin w/ neutral to golden undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Medium Dark 23 (dark skin w/ cool to neutral undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Neutral Dark 24 (dark skin w/ neutral undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Golden Dark 25 (dark skin w/ neutral to golden undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Warm Dark 26 (dark skin w/ golden undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Warm Deep 27 (deepest skin w/ neutral to golden undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Golden Deep 28 (deepest skin w/ golden undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Neutral Deep 29 (deepest skin w/ neutral undertones)
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Deepest Deep 30 (deepest skin w/ cool undertones)
Makeup Revolution,Fast Base Stick Foundation,F9 (for medium skin tones with a peach undertone)  selected
